Date,Close,High,Low,Open,Volume
2020-07-23,1959.1822509765625,1977.0036632494869,1951.7830251309001,1977.0036632494869,2265766
2020-07-24,1946.7301025390625,1951.7833514396195,1917.5843692779372,1944.113375255044,3665100
2020-07-27,1991.3055419921875,1998.7047661408778,1952.2337523908755,1953.5872770632056,4248480
2020-07-28,2084.203125,2093.452213443013,1998.7054537828767,1998.7054537828767,8092319
2020-07-29,2053.7939453125,2113.3038890767816,2026.7234428905087,2068.1863850401296,6090431
2020-07-30,2056.906982421875,2127.7414628430715,2050.3649444211915,2062.681934743734,7098496
2020-07-31,2058.62109375,2106.806713399207,2037.0098564451973,2078.2472052191306,4723290
2020-08-03,2034.0325927734375,2078.879573459026,2012.8725248769122,2066.7879487321975,4012337
2020-08-04,2030.01708984375,2048.018931289032,2007.774246750507,2039.2661788878509,2927928
2020-08-05,2038.85986328125,2075.4050389674153,2032.9945881711246,2039.3110382897212,3800641
2020-08-06,2082.714599609375,2093.0013038426787,2044.139128283971,2052.846719656001,4748047
2020-08-07,2071.20947265625,2100.6711164746494,2063.6747609009976,2082.624113755795,3165491
2020-08-10,2059.884765625,2097.9638941819176,2053.793902706407,2091.6474437478214,2929353
2020-08-11,2057.267822265625,2086.2333474327165,2053.3878932316675,2060.065195583431,2774423
2020-08-12,2036.9197998046875,2072.1563900124097,2027.174376035594,2064.8926489695145,3415751
2020-08-13,2034.302734375,2075.40481731714,2030.7384962487927,2051.0413694616777,2695682
2020-08-14,2023.203857421875,2058.5309902344584,2015.0377665938151,2054.6508413795264,2270405
2020-08-17,2033.3553466796875,2048.334444393162,2019.684832670923,2042.0179945646369,2625630
2020-08-18,2048.10888671875,2065.4791240000964,2028.7535235224507,2041.8375983577505,3493374
2020-08-19,2036.2431640625,2061.508964880716,2032.54344082257,2054.064577139635,2843005
2020-08-20,2032.859375,2054.2450268802163,2021.3092504321105,2036.6040395445266,2895164
2020-08-21,2029.0244140625,2049.236967097367,2022.2116271131456,2039.311116530185,1975294
2020-08-24,2028.5731201171875,2039.2658354211833,2012.2404970212478,2030.8289951138481,2167966
2020-08-25,2023.6552734375,2030.2876344969798,2015.444020073719,2025.7758841980976,1663419
2020-08-26,2033.44580078125,2039.2207528763504,2000.0136879752633,2023.0687753945251,2618149
2020-08-27,2028.843994140625,2063.9907088100194,2022.8434537484666,2044.7254449399018,3579393
2020-08-28,2019.9559326171875,2057.3131399723716,2016.8428687209764,2046.8909518847734,2941136
2020-08-31,2036.82958984375,2053.929078723125,2010.4358516654668,2021.2640519437368,6018154
2020-09-01,2026.9942626953125,2055.5535556268037,2022.4373505685605,2047.4324046168645,3610908
2020-09-02,2043.9576416015625,2047.2061891292076,2022.7524204689846,2027.58008020863,2084137
2020-09-03,2074.9541015625,2097.0616795091323,2046.5300727739727,2046.5300727739727,4654146
2020-09-04,2065.29833984375,2097.2865973327785,2041.9725085630373,2052.845868100278,5231303
2020-09-07,2099.81396484375,2114.657580781059,2060.381307269452,2065.479497507081,4620401
2020-09-08,2118.8984375,2157.0227288064957,2099.813821214626,2107.844648896342,7453998
2020-09-09,2100.35498046875,2128.643742315703,2093.4520907895003,2097.9638409851677,3866535
2020-09-10,2103.513427734375,2119.169290686702,2097.3324614937897,2106.9875638720246,2308813
2020-09-11,2142.26904296875,2150.299869173291,2102.6105875635426,2103.332511562892,4145424
2020-09-14,2248.114013671875,2261.0628203280153,2149.2617776734305,2151.2920645519052,7512131
2020-09-15,2248.114013671875,2290.163598919486,2223.931217315112,2248.114013671875,7318770
2020-09-16,2258.582275390625,2262.733173924973,2235.3919221364495,2245.904212565385,3074003
2020-09-17,2220.638427734375,2252.040255178272,2211.299236408166,2237.828241146796,4828176
2020-09-18,2210.667724609375,2256.236410899771,2198.4859965911505,2242.3403055768977,4183256
2020-09-21,2224.563720703125,2260.2966520831783,2212.697684840684,2224.29297161609,4598809
2020-09-22,2276.583740234375,2305.5040999117186,2217.9761556097865,2242.339604023726,7499613
2020-09-23,2226.50390625,2273.787187833938,2173.761582320595,2264.898950446116,7502280
2020-09-24,2104.50537109375,2210.757062570345,2077.750787007641,2210.757062570345,8424708
2020-09-25,2185.762939453125,2201.7344939764102,2122.4179993012494,2136.765279400057,8228267
2020-09-28,2189.3720703125,2205.3436228664864,2134.9603157537263,2201.7342225017296,4347166
2020-09-29,2245.40771484375,2265.8460750970416,2189.3719104526162,2197.087047229016,6995811
2020-09-30,2248.9267578125,2260.386557777906,2219.7808112309976,2245.948959005672,3917166
2020-10-01,2277.034912109375,2291.968847676932,2248.926799597543,2264.898349476023,2610337
2020-10-05,2441.578857421875,2461.7013079931235,2348.8623879588968,2364.157177547472,17412105
2020-10-06,2449.248779296875,2468.829731278018,2391.317950276509,2468.829731278018,9846367
2020-10-07,2468.784423828125,2499.5094852063335,2439.0520355641584,2474.243685355872,9656101
2020-10-08,2549.7705078125,2603.279910164681,2526.580155445791,2526.580155445791,19839329
2020-10-09,2538.26513671875,2553.51498238659,2508.532751227386,2535.6032485427895,7739245
2020-10-12,2553.650634765625,2575.3070359085136,2527.2568958727293,2540.5665590751296,4623203
2020-10-13,2550.536865234375,2576.118349823892,2537.588057514818,2567.1851749450593,4209878
2020-10-14,2546.052490234375,2575.4131996515157,2526.0707918512244,2575.4131996515157,4395936
2020-10-15,2483.524658203125,2562.4996723307954,2471.20028519002,2547.320866031957,6629355
2020-10-16,2504.094970703125,2511.6615851948995,2475.0966579442616,2492.133210938008,5273773
2020-10-19,2457.19921875,2513.7911932543343,2452.713586571594,2513.7911932543343,3331194
2020-10-20,2482.07421875,2501.013652405281,2462.9987227661672,2469.3874575004565,3406273
2020-10-21,2424.440185546875,2491.136395807505,2413.248781554272,2482.0744227416353,4570143
2020-10-22,2420.58837890625,2434.6344344421545,2390.6387407068028,2411.3905665188745,5262294
2020-10-23,2434.770263671875,2448.5444145018514,2419.636817275003,2435.6764607164723,3499091
2020-10-26,2436.039794921875,2455.749588278747,2420.000145265582,2437.625640364382,2672752
2020-10-27,2383.434326171875,2463.1796747226254,2377.95201045064,2446.5057357941923,3537502
2020-10-28,2376.23046875,2406.81462701927,2361.5501170286648,2401.4227974389723,3569445
2020-10-29,2385.7001953125,2405.9537931404147,2356.3394917564456,2363.362520719473,3105968
2020-10-30,2414.88037109375,2423.489246897146,2375.687331251973,2388.8271943203144,3427003
2020-11-02,2360.281494140625,2414.8798795702874,2356.158252320845,2410.4847343220313,2571196
2020-11-03,2386.561279296875,2415.015785800724,2357.0645131623514,2359.7377509287376,2879269
2020-11-04,2404.277099609375,2466.533026491841,2365.1747775114745,2365.1747775114745,4893928
2020-11-05,2433.774169921875,2455.7948096958476,2416.8283237855444,2433.1398760270663,2816502
2020-11-06,2453.48388671875,2458.739875416095,2429.786915326208,2445.8265636222395,3884421
2020-11-09,2470.837158203125,2486.604899610088,2442.2919488963767,2474.915045246946,3646592
2020-11-10,2401.060546875,2458.6492105121056,2390.865826858105,2444.195407269402,4760020
2020-11-11,2435.677001953125,2440.207988182951,2395.4417114885337,2417.6888981248912,3242441
2020-11-12,2420.498046875,2458.512974720539,2412.0703687660875,2434.04565060795,2437505
2020-11-13,2407.63037109375,2414.925082324954,2388.7360690020582,2406.633465573678,2548093
2020-11-14,2419.863525390625,2436.7640128860094,2410.5296509706386,2426.7504906379586,298819
2020-11-17,2415.96728515625,2442.2016519750064,2401.468128780888,2442.2016519750064,2827273
2020-11-18,2380.26318359375,2414.290938372939,2362.501848257265,2411.3911510975527,2893762
2020-11-19,2389.551513671875,2425.1197568305392,2384.069197132068,2389.642221895496,4167501
2020-11-20,2410.710693359375,2424.983296844164,2381.0780941817156,2405.9531588644454,2711471
2020-11-23,2468.7080078125,2473.9186423155456,2415.0158174985086,2437.670750120446,3706418
2020-11-24,2466.714599609375,2485.6993902964587,2451.263890175691,2477.906004404869,3120516
2020-11-25,2447.91015625,2476.591204630833,2436.038886298144,2473.0117705007674,3302249
2020-11-26,2465.400146484375,2474.7791545919968,2428.6084523301224,2434.045635432354,2341099
2020-11-27,2428.291748046875,2462.772602990389,2418.6861884549353,2451.263940383274,6086808
2020-12-01,2471.01904296875,2479.26530632605,2378.269653270376,2427.7027642559437,3605017
2020-12-02,2491.635009765625,2496.3018377006288,2448.9530253683197,2463.9506360104906,2509032
2020-12-03,2455.2958984375,2513.700262282036,2447.457381347598,2513.700262282036,2852548
2020-12-04,2471.69873046875,2481.938805203478,2445.8267507873447,2456.5199242161793,2686527
2020-12-07,2480.89599609375,2486.6050826231926,2452.305430578799,2460.3253641843903,1996400
2020-12-08,2534.905517578125,2542.3816446131136,2476.138539601209,2482.980372832655,4277818
2020-12-09,2547.139404296875,2573.6003210968574,2531.1448892758913,2550.945388692836,3659996
2020-12-10,2523.124755859375,2562.091233106544,2519.4546131730713,2553.6635554075046,2127801
2020-12-11,2522.489990234375,2544.3292046066063,2505.2268935981588,2530.736249970136,1795408
2020-12-14,2535.267822265625,2540.976908783626,2497.7059931650747,2539.1645144121685,2483658
2020-12-15,2502.509521484375,2532.549877365926,2496.5738841543453,2524.6660040849383,2365509
2020-12-16,2550.2197265625,2555.2945186033776,2501.5116345004367,2518.321634241387,2565149
2020-12-17,2571.96923828125,2586.0152970083313,2541.8835309330957,2547.3207149564823,2863460
2020-12-18,2592.63037109375,2626.1596698460985,2579.2186073448975,2598.973751938789,6076692
2020-12-21,2555.612060546875,2615.738335979204,2523.7593160235865,2592.6303063351816,2705195
2020-12-22,2603.052001953125,2613.156014352596,2554.2531840211936,2568.1634024491404,2881737
2020-12-23,2635.901611328125,2645.1901344105877,2596.6632207903886,2606.269001449553,2790988
2020-12-24,2636.44482421875,2647.3191902553817,2612.7476354868636,2636.127566713531,1807144
2020-12-28,2654.613525390625,2673.0093695845558,2629.7838149445006,2637.0333912779106,2108994
2020-12-29,2655.611328125,2675.0945711056133,2646.0962559716772,2646.0962559716772,1994151
2020-12-30,2636.399658203125,2671.197543507143,2629.7843741443057,2659.1450760420985,2637968
2020-12-31,2594.216796875,2632.5036398294906,2578.1317918467817,2627.9726524975986,4040956
2021-01-01,2653.57177734375,2664.219593747332,2608.9415681627784,2609.847765303509,2681440
2021-01-04,2754.3408203125,2764.58089212116,2665.080403079382,2673.281531347184,5113293
2021-01-05,2802.867919921875,2822.1246102866794,2754.4770782774335,2754.4770782774335,5801309
2021-01-06,2765.26123046875,2821.445466513011,2752.30256403643,2809.2118022130508,3726716
2021-01-07,2748.315185546875,2791.8580095822517,2718.818419507454,2786.556666939562,3717827
2021-01-08,2828.15087890625,2834.584967808545,2772.9635554648808,2800.149472675321,5879039
2021-01-11,2878.489990234375,2927.016893506203,2851.3947830286966,2927.016893506203,9508039
2021-01-12,2877.040283203125,2908.8930264454843,2854.5211941754756,2878.4900659865943,3611458
2021-01-13,2862.6318359375,2878.988740989588,2832.9992293102614,2877.1763464406495,3572801
2021-01-14,2951.381591796875,2965.7268017397396,2833.079327269838,2864.4935127778595,6931542
2021-01-15,2935.629150390625,2972.5360842754976,2914.429086904199,2937.1271327523623,4131692
2021-01-18,2925.09716796875,2956.8744321509203,2893.909964314293,2950.7459597729303,4160906
2021-01-19,2960.46044921875,2977.075461819025,2934.403138944522,2935.3110607078092,2975735
2021-01-20,3004.1318359375,3021.5184505521634,2966.2715394481925,2968.9044241264473,3453446
2021-01-21,2972.399658203125,3004.4491180922255,2961.7315778261736,3000.681331559492,2778546
2021-01-22,2998.9560546875,3018.8394499189844,2943.391073047764,2943.391073047764,3052459
2021-01-25,2988.2431640625,3032.2773728270986,2976.757819914135,3004.267895701252,2272887
2021-01-27,2960.77783203125,3001.9973847590786,2929.8630566551033,2996.141334664345,2786662
2021-01-28,2902.21728515625,2973.4437013965176,2890.6412829599735,2932.587223056718,3083938
2021-01-29,2824.8623046875,2920.64804521507,2814.5573046015843,2914.4741332470553,5445659
2021-02-01,2850.284912109375,2873.573021868797,2763.8053448635605,2814.5580940895006,3985846
2021-02-02,2908.481689453125,2927.1395244887885,2859.9533195222343,2881.7434400519273,2881837
2021-02-03,2905.39501953125,2938.0347618769697,2871.43861332903,2917.1525617771026,2505866
2021-02-04,2894.863037109375,2939.714504209508,2883.559455741246,2919.921765880175,2057261
2021-02-05,2867.171630859375,2910.661218483474,2840.8873388350626,2904.3964250083804,2366135
2021-02-08,2918.15087890625,2928.9550571919963,2864.6287237038314,2895.8159190681563,2526592
2021-02-09,2884.37646484375,2946.9324052425027,2872.6643631525244,2900.8099368749417,2658751
2021-02-10,2917.425048828125,2922.963238592619,2866.581430040033,2891.7308185727397,2127983
2021-02-11,2910.796875,2922.8722775471783,2891.7759603392087,2918.968170032751,1165882
2021-02-12,2896.9970703125,2946.6603509525257,2889.0073137362306,2891.0046974651464,2777404
2021-02-15,2850.738525390625,2913.52123300634,2843.2027296611977,2913.52123300634,2630853
2021-02-16,2822.546875,2875.9779312036144,2814.557120133316,2859.9532027161117,3435770
2021-02-17,2790.134521484375,2844.3828480474554,2765.121232017313,2819.1880185558157,3678426
2021-02-18,2775.834716796875,2812.6507673032215,2751.9108894532947,2782.7802296847076,4189909
2021-02-19,2788.9990234375,2802.8900464287517,2738.427613572687,2776.424220758402,3725028
2021-02-22,2686.041015625,2810.9256947480035,2672.149768731629,2810.9256947480035,5366696
2021-02-23,2705.788330078125,2749.187033660228,2694.7117291623367,2696.5275726456,3832829
2021-02-24,2676.64404296875,2726.8067167163586,2652.1753759118224,2698.343282857786,3774549
2021-02-25,2719.498046875,2750.912006252698,2695.1202593598086,2700.1592693762013,4224073
2021-02-26,2627.7978515625,2698.6611854134385,2614.8145267676155,2687.4482636222715,5553153
2021-03-01,2654.94482421875,2691.988077167541,2634.607465015009,2656.579127754545,3265871
2021-03-02,2729.53076171875,2746.463414436077,2676.553436614068,2687.448498092823,3306469
2021-03-03,2777.423583984375,2781.872312007096,2720.9506723847417,2755.542580594496,3509857
2021-03-04,2768.888427734375,2797.714938206917,2738.336954905647,2744.6469656218583,3916760
2021-03-05,2731.07421875,2781.146017427776,2720.678558457168,2738.3830335826306,3203686
2021-03-08,2730.0751953125,2753.7266006558534,2720.1334967243447,2738.291931281917,2003125
2021-03-09,2770.02392578125,2784.5052339207577,2716.592861727122,2730.0753672388323,1942397
2021-03-10,2788.181884765625,2808.3831410291345,2778.2401872511996,2791.8590116985097,3053778
2021-03-12,2776.37939453125,2829.9922205847447,2761.3080258074565,2791.859505389185,2938317
2021-03-15,2783.823974609375,2813.649290505974,2760.9898329876305,2760.9898329876305,3097083
2021-03-16,2823.681884765625,2851.782016624061,2778.2403600349016,2778.2403600349016,4894756
2021-03-17,2826.315185546875,2864.4933424141827,2801.211235885362,2819.0972514092036,3838390
2021-03-18,2756.904296875,2856.730245443068,2712.007612249279,2838.1178502229336,3656306
2021-03-19,2769.343017578125,2813.649645551061,2728.3049967347333,2751.0030416326927,5776626
2021-03-22,2841.477294921875,2850.374972650425,2740.6979778806535,2767.981071555913,2821646
2021-03-23,2853.234375,2877.20341545157,2835.302924241032,2850.8736902865035,3305973
2021-03-24,2833.715087890625,2862.042206410016,2824.6810877937796,2824.7265282202166,2207104
2021-03-25,2782.644287109375,2842.5671274106553,2769.1615593773467,2825.634252420069,3179786
